,f1,f2,f3
inst_157,-0.7548029118389623,0.7272134067021714,11.100622802333575
inst_158,9.112419283753209,2.6264459406654326,8.729670889167298
inst_159,5.77812538635884,7.618321212682856,10.358724734303731
inst_160,4.680206021298083,1.5666893390993613,2.1806610392272825
inst_161,5.508659089668058,1.865473882073545,2.7332388712069777
inst_162,3.3835677893936835,1.3776779945784074,12.061424905217695
inst_163,7.204099392373626,2.988041038025074,11.439832416670077
inst_164,5.1934207691190455,1.7080736980076046,11.569372231808972
inst_165,6.347275109211647,1.4441307685103153,6.428983965749175
inst_166,2.810954366538107,0.9258004035534961,9.778532642594925
inst_167,9.773541601175326,0.9021486392712883,8.688907710071712
inst_168,3.373393577195433,2.269311924352956,5.222818227283392
inst_169,2.84002307580046,3.0727824419172407,4.507149650766887
inst_170,5.676142064449597,2.9246428358262944,6.283155859400771
inst_171,2.731090844896005,2.134843004147501,9.26617367747727
inst_172,6.252292969060952,1.5336671328021734,7.297996916287677
inst_173,6.878467808429472,0.49589207831794235,8.630080577139806
inst_174,3.3434406026353836,3.855898002889739,4.71022253037245
inst_175,0.4877947483387022,0.558686343175256,7.144254839984146
inst_176,5.6493062543037045,1.6435250623433872,8.915777376332121
inst_177,0.8461998443276002,2.9008803020290252,3.36695140071263
inst_178,3.370409730494602,3.071098006974621,4.418759904148143
inst_179,4.038611139425437,4.509439213821661,5.269324391430554
inst_180,7.089230280162854,1.3054397180135728,8.589412533745849
inst_181,8.603921551644751,-0.707466750190934,4.60931423358857
inst_182,6.44268031795135,2.695431920935511,8.113437620113926
inst_183,3.4900370332104487,3.12988468120935,6.532968293823761
inst_184,7.919455154149518,3.3816312649518196,8.012807986225607
inst_185,3.9703075846938316,2.26859066389126,5.7023254365411375
inst_186,5.986130355945742,2.3685232787696053,7.869324570689239
inst_187,10.188501996613597,4.306687055147538,6.021929403496476
inst_188,8.003034805409861,2.387886940467673,0.8856263944664384
inst_189,2.4797842227064897,0.19381211846121627,5.945459547876074
inst_190,5.046045947973879,5.514655968412924,7.980782121292488
inst_191,4.452248677977839,4.2441083717752335,0.36659407297634417
inst_192,5.589036395271415,4.15629779083045,2.5642412626604756
inst_193,7.859385108017323,3.507744611241621,5.754136258297596
inst_194,6.581954665265712,6.406039286706594,7.545598765175486
inst_195,5.62055146575084,2.310958650689634,4.4504668916056245
inst_196,7.075839541360613,1.7158742611366993,7.214698711658177
inst_197,3.8058563830872085,3.7184697386195875,8.000986315860844
inst_198,7.593849860644748,2.2349754017178793,6.190375194119886
inst_199,2.5530907105442315,2.3335601098858327,8.131901479134557
